capacity,capacity_diff,capacity_trend,voltage_trend,discharge_temp_sg,degradation_index,battery_id,cycle,anomaly_iso,score_iso,anomaly_lof,score_lof,anomaly_svm,score_svm,anomaly_ee,score_ee,anomaly_sum,agreement_level,score_iso_norm,score_lof_norm,score_svm_norm,score_ee_norm,ensemble_score,models_flagged
1.419710985866033,-0.009185813210701887,-0.005088857770063069,-0.0023713291801421977,33.08570742153916,0.013507280734569716,B6,116,0,0.16628174751666036,0,-0.987070444138638,0,0.651678251641437,0,46.39001997473379,0,Normal (All agree),0.9534538761751831,0.9561411308164383,0.9977741873719967,0.9981917701841493,0.9763902411369418,0
1.1299208193761563,-0.0067859491009232276,-0.004999531569588424,0.0017179409279757586,32.640390514005986,0.013158864710511796,B7,174,0,0.16985475860328358,0,-0.9641996345478224,0,0.5869122622855176,0,45.725349676712774,0,Normal (All agree),0.9699783324317665,0.9785014377650302,0.9561688389327189,0.9937667425587903,0.9746038379220765,0
1.27794783261294,-0.0052773028336348116,-0.004981558234652827,0.008765315098048324,33.32792352938786,0.013282807829737918,B6,144,0,0.1668545069712195,0,-0.9874524955685672,0,0.6436612817960583,0,45.5765870962062,0,Normal (All agree),0.9561027732323013,0.9557676072116248,0.9926241259406619,0.9927763590102532,0.9743177163487103,0
1.4877968536673951,-0.007185080458079307,-0.004988969340764396,0.00420211819057387,33.17615917429562,0.013264711389008409,B5,103,0,0.16894888520276435,0,-1.0029235332152069,0,0.6372797376651302,0,46.40255491527621,0,Normal (All agree),0.9657888505023865,0.9406419008295032,0.9885246538290138,0.9982752212701201,0.9733076566077559,0
1.4312065207106124,-0.009939737438908525,-0.005023754852842038,0.004713315356743966,33.22167984511782,0.013368633619915799,B5,114,0,0.16843770266917718,0,-1.0072529425578787,0,0.6483417552587021,0,46.16492560004081,0,Normal (All agree),0.9634247342960263,0.9364091288577091,0.9956308387417887,0.9966932094250859,0.9730394778301524,0
1.5070765126856986,-0.004084032061077769,-0.004991891114987372,-0.0013135634935203923,33.762998462135286,0.013418951716910646,B6,99,0,0.17023827632512695,0,-0.9832615251408743,0,0.6052149216435598,0,45.465942317669985,0,Normal (All agree),0.9717520246103191,0.9598650303834445,0.9679263759908192,0.992039743874776,0.9728957937148397,0
1.1292233456324128,0.00015652047282710413,-0.00491938383003433,0.0014350363826453399,32.800433424567395,0.01298727992038105,B6,175,0,0.16454543258902965,0,-0.9422102439512299,0,0.5927566924027232,0,44.3916528825809,0,Normal (All agree),0.9454237695302014,1.0,0.9599232716816587,0.9848876860168357,0.972558681807174,0
1.3739363182204702,-0.0021303924931623808,-0.00497585618858995,0.010092748668939167,33.44459459972626,0.013296630839286446,B6,126,0,0.16417145728280336,0,-0.9828216451895925,0,0.6473086625723976,0,44.69279988116551,0,Normal (All agree),0.9436942091009279,0.9602950917108382,0.9949671851542929,0.9868925654164397,0.9714622628456246,0
1.428896799076735,0.001527865752553259,-0.00502516422032537,-0.0050409777494511265,33.50024801208536,0.013442376604443243,B6,115,0,0.16196107194293174,0,-0.973946880810359,0,0.6401766890267169,0,45.41604814091133,0,Normal (All agree),0.9334716223321247,0.9689717611933116,0.9903856409305631,0.9917075745102669,0.9711341497415665,0
1.1005891332447766,-0.006944504937079987,-0.004939634348061866,0.0027975352192447797,33.27016337564566,0.013156756436860326,B5,180,0,0.17040666015834116,0,-0.9750618164274009,0,0.5791290013964403,0,45.597783943134324,0,Normal (All agree),0.9725307659068914,0.967881712215116,0.9511689109689184,0.992917476544024,0.9711247164087374,0
1.3650556335660002,-0.005318397422920951,-0.004907079853268162,0.004171784097778703,33.12187741359865,0.013033664721202546,B6,128,0,0.16575904983334372,0,-1.005780462479351,0,0.6547980998829406,0,45.76982284990003,0,Normal (All agree),0.9510365047218114,0.9378487414958551,0.9997783623171536,0.9940628217134132,0.9706816075620583,0
1.358048700520472,-0.0034785194482709336,-0.00504471196498037,-0.0028894161004954077,32.6831093540593,0.01328855560553961,B7,128,0,0.17168265005728073,0,-1.0351756186411172,0,0.649385575296531,0,46.41110801310144,0,Normal (All agree),0.978431962057054,0.9091097188578965,0.9963013835263841,0.9983321633273655,0.970543806942175,0
1.2932121203288605,-0.006135519975639214,-0.004895080869723043,0.0034417708449618915,33.07554355552324,0.012990453895439699,B6,142,0,0.16807093470906675,0,-1.0143469506781317,0,0.6498193459107817,0,45.60687458239921,0,Normal (All agree),0.9617285063901428,0.9294734671167114,0.9965800356048607,0.9929779972713666,0.9701900015957704,0
1.1348569192397953,-0.006663926996314018,-0.004998093056103874,0.004276793493575928,32.91160205201363,0.01322285554017504,B6,173,0,0.17079549173564718,0,-0.9985701468840554,0,0.5978514697083579,0,46.11925068079329,0,Normal (All agree),0.9743290335961315,0.9448981145959561,0.9631961312045262,0.9963891296729771,0.9697031022673978,0
1.3481702600663916,-0.009878440454080373,-0.005085540512188203,-0.0015677592818695981,32.99045878209411,0.013474256244788936,B7,129,0,0.16524013757251743,0,-1.0148075100870415,0,0.6550485235609464,0,46.27078824165355,0,Normal (All agree),0.9486366400846343,0.9290231879208486,0.9999392332385197,0.9973979875910797,0.9687492622087706,0
